image_id,image_path,model_id,step_id,view_angle,ground_truth_error_type,ground_truth_affected_parts,predicted_overall_error_type,predicted_part_ids,predicted_part_descriptions,predicted_error_types,error_type_correct,exact_part_match,partial_part_match,all_parts_detected,hallucinated_parts,unknown_part_count,expected_part_count,predicted_part_count,is_composite_error,schema_allows_multiple_parts,prompt_requests_all_parts,expected_state_contains_target,part_library_contains_target,reference_available,failure_category,notes
model03_step03_correct-01_right_01.jpg,input/normal/model03_step03/model03_step03_correct-01_right_01.jpg,model03,step03,right,correct,,correct,,,,True,True,True,True,,0,0,0,False,True,False,,,True,match,label_source=filename and source directory; review_required=false; source_log=model03_step03_correct-01_right_01_parsed_20260701_161452_267699.json
model03_step03_correct-01_top_01.jpg,input/normal/model03_step03/model03_step03_correct-01_top_01.jpg,model03,step03,top,correct,,correct,,,,True,True,True,True,,0,0,0,False,True,False,,,True,match,label_source=filename and source directory; review_required=false; source_log=model03_step03_correct-01_top_01_parsed_20260701_161510_947276.json
model03_step03_extrapart-A01_back_01.jpg,input/extrapart/model03_step03/model03_step03_extrapart-A01_back_01.jpg,model03,step03,back,extrapart,,extrapart,unknown_extra_part,An extra green horizontal link is visible in the test image but not in the reference image.,extrapart,True,,,,,1,0,1,False,True,False,,,True,affected_parts_review_required,label_source=extra red rod has no unambiguous canonical part id; review_required=true; source_log=model03_step03_extrapart-A01_back_01_parsed_20260701_160141_243320.json
model03_step03_extrapart-A01_bottom_01.jpg,input/extrapart/model03_step03/model03_step03_extrapart-A01_bottom_01.jpg,model03,step03,bottom,extrapart,,extrapart,unknown_extra_part,An extra part is visible in the test image that is not present in the reference image.,extrapart,True,,,,,1,0,1,False,True,False,,,True,affected_parts_review_required,label_source=extra red rod has no unambiguous canonical part id; review_required=true; source_log=model03_step03_extrapart-A01_bottom_01_parsed_20260701_160202_929103.json
model03_step03_extrapart-A01_front_01.jpg,input/extrapart/model03_step03/model03_step03_extrapart-A01_front_01.jpg,model03,step03,front,extrapart,,extrapart,unknown_extra_part,An extra red pin is visible on the left side of the test image.,extrapart,True,,,,,1,0,1,False,True,False,,,True,affected_parts_review_required,label_source=extra red rod has no unambiguous canonical part id; review_required=true; source_log=model03_step03_extrapart-A01_front_01_parsed_20260701_160216_736096.json
model03_step03_extrapart-A01_left_01.jpg,input/extrapart/model03_step03/model03_step03_extrapart-A01_left_01.jpg,model03,step03,left,extrapart,,extrapart,unknown_extra_part,An additional red rod is visible in the test image that is not present in the reference image.,extrapart,True,,,,,1,0,1,False,True,False,,,True,affected_parts_review_required,label_source=extra red rod has no unambiguous canonical part id; review_required=true; source_log=model03_step03_extrapart-A01_left_01_parsed_20260701_160233_442787.json
model03_step03_extrapart-A01_right_01.jpg,input/extrapart/model03_step03/model03_step03_extrapart-A01_right_01.jpg,model03,step03,right,extrapart,,extrapart,unknown_extra_part,An extra yellow gear-like part is visible in the Test Image but not in the Correct Reference Image.,extrapart,True,,,,,1,0,1,False,True,False,,,True,affected_parts_review_required,label_source=extra red rod has no unambiguous canonical part id; review_required=true; source_log=model03_step03_extrapart-A01_right_01_parsed_20260701_160248_682409.json
model03_step03_extrapart-A01_top_01.jpg,input/extrapart/model03_step03/model03_step03_extrapart-A01_top_01.jpg,model03,step03,top,extrapart,,extrapart,unknown_extra_part,An extra red pin is visible in the test image that is not present in the reference image.,extrapart,True,,,,,1,0,1,False,True,False,,,True,affected_parts_review_required,label_source=extra red rod has no unambiguous canonical part id; review_required=true; source_log=model03_step03_extrapart-A01_top_01_parsed_20260701_160303_151559.json
model03_step03_missingpart-A01_back_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_back_01.jpg,model03,step03,back,missingpart,PIN_RED_SHORT,missingpart,BLOCK_YELLOW_CUBE,The yellow cube block is missing from the test image.,missingpart,True,False,False,False,BLOCK_YELLOW_CUBE,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-A01_back_01_parsed_20260701_160315_731483.json
model03_step03_missingpart-A01_back_02.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_back_02.jpg,model03,step03,back,missingpart,PIN_RED_SHORT,missingpart,BLOCK_YELLOW_CUBE,The yellow cube block is missing from the center position.,missingpart,True,False,False,False,BLOCK_YELLOW_CUBE,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-A01_back_02_parsed_20260701_160328_983490.json
model03_step03_missingpart-A01_bottom_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_bottom_01.jpg,model03,step03,bottom,missingpart,PIN_RED_SHORT,missingpart,EYE_BALL,The left and right eye ball parts are missing.,missingpart,True,False,False,False,EYE_BALL,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-A01_bottom_01_parsed_20260701_160344_653926.json
model03_step03_missingpart-A01_front_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_front_01.jpg,model03,step03,front,missingpart,PIN_RED_SHORT,missingpart,EYE_BALL,The center eye ball is missing from the test image.,missingpart,True,False,False,False,EYE_BALL,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-A01_front_01_parsed_20260701_160358_542567.json
model03_step03_missingpart-A01_left_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_left_01.jpg,model03,step03,left,missingpart,PIN_RED_SHORT,missingpart,PIN_RED_SHORT,A red pin is missing from the left side of the green link.,missingpart,True,True,True,True,,0,1,1,False,True,False,True,True,True,match,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-A01_left_01_parsed_20260701_160412_542602.json
model03_step03_missingpart-A01_right_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_right_01.jpg,model03,step03,right,missingpart,PIN_RED_SHORT,missingpart,EYE_BALL,One of the white spherical parts is missing from the top section.,missingpart,True,False,False,False,EYE_BALL,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-A01_right_01_parsed_20260701_160430_747899.json
model03_step03_missingpart-A01_top_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_top_01.jpg,model03,step03,top,missingpart,PIN_RED_SHORT,missingpart,EYE_BALL,The bottom white eye ball is missing in the test image.,missingpart,True,False,False,False,EYE_BALL,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-A01_top_01_parsed_20260701_160444_703127.json
model03_step03_missingpart-A01_top_02.jpg,input/missingpart/model03_step03/model03_step03_missingpart-A01_top_02.jpg,model03,step03,top,missingpart,PIN_RED_SHORT,missingpart,EYE_BALL,The center eye ball is missing from the test image.,missingpart,True,False,False,False,EYE_BALL,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-A01_top_02_parsed_20260701_160458_897009.json
model03_step03_missingpart-B01_back_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_back_01.jpg,model03,step03,back,missingpart,WHEEL_BLUE_SMALL,missingpart,BLOCK_YELLOW_CUBE,The yellow cube block is missing from the test image.,missingpart,True,False,False,False,BLOCK_YELLOW_CUBE,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-B01_back_01_parsed_20260701_160512_471567.json
model03_step03_missingpart-B01_back_02.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_back_02.jpg,model03,step03,back,missingpart,WHEEL_BLUE_SMALL,missingpart,EYE_BALL,The top white eye ball part is missing.,missingpart,True,False,False,False,EYE_BALL,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-B01_back_02_parsed_20260701_160526_784231.json
model03_step03_missingpart-B01_bottom_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_bottom_01.jpg,model03,step03,bottom,missingpart,WHEEL_BLUE_SMALL,missingpart,EYE_BALL,The left eye ball is missing in the test image.,missingpart,True,False,False,False,EYE_BALL,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-B01_bottom_01_parsed_20260701_160551_335911.json
model03_step03_missingpart-B01_front_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_front_01.jpg,model03,step03,front,missingpart,WHEEL_BLUE_SMALL,missingpart,EYE_BALL,The center white eye ball is missing.,missingpart,True,False,False,False,EYE_BALL,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-B01_front_01_parsed_20260701_160606_003304.json
model03_step03_missingpart-B01_left_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_left_01.jpg,model03,step03,left,missingpart,WHEEL_BLUE_SMALL,missingpart,EYE_BALL,The center white eye ball is missing.,missingpart,True,False,False,False,EYE_BALL,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-B01_left_01_parsed_20260701_160630_628775.json
model03_step03_missingpart-B01_right_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_right_01.jpg,model03,step03,right,missingpart,WHEEL_BLUE_SMALL,missingpart,EYE_BALL,The center white eye ball is missing in the test image.,missingpart,True,False,False,False,EYE_BALL,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-B01_right_01_parsed_20260701_160647_852857.json
model03_step03_missingpart-B01_top_01.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_top_01.jpg,model03,step03,top,missingpart,WHEEL_BLUE_SMALL,missingpart,EYE_BALL,The center white eye ball is missing in the test image.,missingpart,True,False,False,False,EYE_BALL,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-B01_top_01_parsed_20260701_160702_721502.json
model03_step03_missingpart-B01_top_02.jpg,input/missingpart/model03_step03/model03_step03_missingpart-B01_top_02.jpg,model03,step03,top,missingpart,WHEEL_BLUE_SMALL,missingpart,EYE_BALL,The center white eye ball is missing.,missingpart,True,False,False,False,EYE_BALL,0,1,1,False,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_missingpart-B01_top_02_parsed_20260701_160728_055404.json
model03_step03_wrongpart-A01_back_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_back_01.jpg,model03,step03,back,wrongpart,EYE_BALL,extrapart,unknown_extra_part,An additional white spherical part is present in the center front of the assembly.,extrapart,False,False,False,False,unknown_extra_part,1,1,1,True,True,False,True,True,True,error_type_mismatch,label_source=handoff + source-image verification; multiplicity needs review; review_required=false; source_log=model03_step03_wrongpart-A01_back_01_parsed_20260701_161530_266772.json
model03_step03_wrongpart-A01_back_02.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_back_02.jpg,model03,step03,back,wrongpart,EYE_BALL,wrongpart,EYE_BALL,"The central eye ball has a black circle marking, which is not present in the reference image.",wrongpart,True,True,True,True,,0,1,1,True,True,False,True,True,True,match,label_source=handoff + source-image verification; multiplicity needs review; review_required=false; source_log=model03_step03_wrongpart-A01_back_02_parsed_20260701_161548_047475.json
model03_step03_wrongpart-A01_bottom_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_bottom_01.jpg,model03,step03,bottom,wrongpart,EYE_BALL,wrongpart,EYE_BALL,The Test Image contains two white eye ball parts instead of one as shown in the Correct Reference Image.,wrongpart,True,True,True,True,,0,1,1,True,True,False,True,True,True,match,label_source=handoff + source-image verification; multiplicity needs review; review_required=false; source_log=model03_step03_wrongpart-A01_bottom_01_parsed_20260701_161602_298999.json
model03_step03_wrongpart-A01_front_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_front_01.jpg,model03,step03,front,wrongpart,EYE_BALL,extrapart,unknown_extra_part,An additional vertical green rod with extra white and red components is present in the test image.,extrapart,False,False,False,False,unknown_extra_part,1,1,1,True,True,False,True,True,True,error_type_mismatch,label_source=handoff + source-image verification; multiplicity needs review; review_required=false; source_log=model03_step03_wrongpart-A01_front_01_parsed_20260701_161621_697563.json
model03_step03_wrongpart-A01_left_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_left_01.jpg,model03,step03,left,wrongpart,EYE_BALL,wrongpart,PLATE_BLUE_TRIANGLE;EYE_BALL,The triangular plate is incorrectly positioned or replaced with a different part. | The eye ball parts are positioned differently compared to the reference image.,wrongpart;positionerror,True,False,True,True,PLATE_BLUE_TRIANGLE,0,1,2,True,True,False,True,True,True,partial_part_match,label_source=handoff + source-image verification; multiplicity needs review; review_required=false; source_log=model03_step03_wrongpart-A01_left_01_parsed_20260701_161640_578787.json
model03_step03_wrongpart-A01_right_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_right_01.jpg,model03,step03,right,wrongpart,EYE_BALL,wrongpart,PLATE_BLUE_TRIANGLE,The triangular plate is incorrect compared to the reference image.,wrongpart,True,False,False,False,PLATE_BLUE_TRIANGLE,0,1,1,True,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; multiplicity needs review; review_required=false; source_log=model03_step03_wrongpart-A01_right_01_parsed_20260701_161658_131795.json
model03_step03_wrongpart-A01_top_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_top_01.jpg,model03,step03,top,wrongpart,EYE_BALL,wrongpart,EYE_BALL,"The eye balls in the test image have black pupils, which are not present in the reference image.",wrongpart,True,True,True,True,,0,1,1,True,True,False,True,True,True,match,label_source=handoff + source-image verification; multiplicity needs review; review_required=false; source_log=model03_step03_wrongpart-A01_top_01_parsed_20260701_161713_307713.json
model03_step03_wrongpart-A01_top_02.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_top_02.jpg,model03,step03,top,wrongpart,EYE_BALL,wrongpart,EYE_BALL,"One of the white eye ball parts has a black marking, which is not present in the reference image.",wrongpart,True,True,True,True,,0,1,1,True,True,False,True,True,True,match,label_source=handoff + source-image verification; multiplicity needs review; review_required=false; source_log=model03_step03_wrongpart-A01_top_02_parsed_20260701_161728_160835.json
model03_step03_wrongpart-B01_back_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_back_01.jpg,model03,step03,back,wrongpart,PIN_YELLOW;PIN_RED_SHORT,wrongpart,CONNECTOR_ORANGE,An orange connector is present instead of the expected part.,wrongpart,True,False,False,False,CONNECTOR_ORANGE,0,2,1,True,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_wrongpart-B01_back_01_parsed_20260701_161744_568581.json
model03_step03_wrongpart-B01_back_02.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_back_02.jpg,model03,step03,back,wrongpart,PIN_YELLOW;PIN_RED_SHORT,wrongpart,EYE_BALL;unknown_extra_part,"The central eye ball has a black pupil, which is not present in the reference image. | A yellow horn-like part is visible, which is not present in the reference image.",wrongpart;extrapart,True,False,False,False,EYE_BALL;unknown_extra_part,1,2,2,True,True,False,True,True,True,unknown_part,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_wrongpart-B01_back_02_parsed_20260701_161800_807732.json
model03_step03_wrongpart-B01_bottom_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_bottom_01.jpg,model03,step03,bottom,wrongpart,PIN_YELLOW;PIN_RED_SHORT,wrongpart,PIN_YELLOW,Yellow pin is incorrectly placed instead of the expected red pin.,wrongpart,True,False,True,False,,0,2,1,True,True,False,True,True,True,partial_part_match,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_wrongpart-B01_bottom_01_parsed_20260701_161822_189152.json
model03_step03_wrongpart-B01_front_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_front_01.jpg,model03,step03,front,wrongpart,PIN_YELLOW;PIN_RED_SHORT,wrongpart,PIN_RED_SHORT,The red pin in the center is incorrect; it should be a yellow pin.,wrongpart,True,False,True,False,,0,2,1,True,True,False,True,True,True,partial_part_match,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_wrongpart-B01_front_01_parsed_20260701_161836_346785.json
model03_step03_wrongpart-B01_left_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_left_01.jpg,model03,step03,left,wrongpart,PIN_YELLOW;PIN_RED_SHORT,wrongpart,CONNECTOR_ORANGE,The orange connector part is incorrect compared to the reference image.,wrongpart,True,False,False,False,CONNECTOR_ORANGE,0,2,1,True,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_wrongpart-B01_left_01_parsed_20260701_161852_237688.json
model03_step03_wrongpart-B01_right_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_right_01.jpg,model03,step03,right,wrongpart,PIN_YELLOW;PIN_RED_SHORT,wrongpart,CONNECTOR_ORANGE,An orange connector is present instead of the expected yellow joint.,wrongpart,True,False,False,False,CONNECTOR_ORANGE,0,2,1,True,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_wrongpart-B01_right_01_parsed_20260701_161909_525907.json
model03_step03_wrongpart-B01_top_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_top_01.jpg,model03,step03,top,wrongpart,PIN_YELLOW;PIN_RED_SHORT,wrongpart,CONNECTOR_ORANGE,The orange connector part is incorrect compared to the reference image.,wrongpart,True,False,False,False,CONNECTOR_ORANGE,0,2,1,True,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_wrongpart-B01_top_01_parsed_20260701_161931_152080.json
model03_step03_wrongpart-B01_top_02.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_top_02.jpg,model03,step03,top,wrongpart,PIN_YELLOW;PIN_RED_SHORT,wrongpart,CONNECTOR_ORANGE,The orange connector part is replaced with a red connector part.,wrongpart,True,False,False,False,CONNECTOR_ORANGE,0,2,1,True,True,False,True,True,True,wrong_part_identity,label_source=handoff + source-image verification; review_required=false; source_log=model03_step03_wrongpart-B01_top_02_parsed_20260701_161945_138285.json
